step,overall_loss/train
1000,0.2762989103794098
2000,0.3428313434123993
3000,0.2642240524291992
4000,0.32253527641296387
5000,0.3182451128959656
6000,0.34478068351745605
7000,0.2960008382797241
8000,0.3580532371997833
9000,0.3341081738471985
10000,0.36728641390800476
11000,0.33329594135284424
12000,0.38866207003593445
13000,0.33987197279930115
14000,0.3901668190956116
15000,0.40284544229507446
16000,0.4477996826171875
17000,0.3637901842594147
18000,0.39873605966567993
19000,0.3205943703651428
20000,0.45837345719337463
21000,0.2835913896560669
22000,0.3389381468296051
23000,0.28658556938171387
24000,0.36113303899765015
25000,0.29782795906066895
26000,0.4232943654060364
27000,0.2922004461288452
28000,0.34445303678512573
29000,0.30269286036491394
30000,0.3657005727291107
31000,0.3100429177284241
32000,0.30440768599510193
33000,0.29625093936920166
34000,0.2922954559326172
35000,0.30165910720825195
36000,0.31753069162368774
37000,0.33156245946884155
38000,0.29961109161376953
39000,0.31154513359069824
40000,0.30852627754211426
41000,0.3134766221046448
42000,0.2998456358909607
43000,0.3026849031448364
44000,0.2935560941696167
45000,0.2871277332305908
46000,0.3022911250591278
47000,0.29701098799705505
48000,0.29200273752212524
49000,0.2880169153213501
50000,0.30033040046691895
51000,0.28591811656951904
52000,0.28606605529785156
53000,0.29251888394355774
54000,0.2873445153236389
55000,0.28441423177719116
56000,0.28183549642562866
57000,0.28093215823173523
58000,0.29004594683647156
59000,0.2828642725944519
60000,0.2882791757583618
61000,0.2704339027404785
62000,0.2757365107536316
63000,0.26868510246276855
64000,0.28718873858451843
65000,0.27078554034233093
66000,0.26973825693130493
67000,0.2799145579338074
68000,0.26710736751556396
69000,0.2796344757080078
70000,0.2642580270767212
71000,0.2737845480442047
72000,0.25551673769950867
73000,0.26389995217323303
74000,0.2545478343963623
75000,0.2680337727069855
76000,0.25795337557792664
77000,0.26788559556007385
78000,0.2660158574581146
79000,0.25739777088165283
80000,0.26358503103256226
81000,0.258594810962677
82000,0.2773846983909607
83000,0.26421308517456055
84000,0.2591591477394104
85000,0.2653833031654358
86000,0.26341527700424194
87000,0.26045599579811096
88000,0.2501131296157837
89000,0.26952648162841797
90000,0.2625318169593811
91000,0.2547248601913452
92000,0.2615768015384674
93000,0.2484118640422821
94000,0.2489042580127716
95000,0.2543713450431824
96000,0.25491857528686523
97000,0.25428086519241333
98000,0.2578811049461365
99000,0.2542557716369629
100000,0.2478720247745514
